,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
658,1559989664299290624,1559985654502760448,1660765493000.0,2022-08-17 14:44:53,-0500,,@m_ebrard Como le hizo para que ese lugar estuviera vacío? Lo cerraron para su visita?,es,[],[],131189840,131189840,Decote22,El caba,3,14,https://twitter.com/Decote22/status/1559989664299290624,[],[],0,,False,3,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
659,1559989644787425280,1559985654502760448,1660765489000.0,2022-08-17 14:44:49,-0500,,@m_ebrard De churro las pelaron 🙄,es,[],[],32752043,32752043,elchilealive,Eduardo Vidaurreta,3,14,https://twitter.com/elchilealive/status/1559989644787425280,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
660,1559989616282898441,1559985654502760448,1660765482000.0,2022-08-17 14:44:42,-0500,,"@m_ebrard Y eso pa que te sirve como Canciller ,o son fuera de tu horario de trabajo ?",es,[],[],1529543842403328000,1529543842403328000,Herms07001751,Hermés,3,14,https://twitter.com/Herms07001751/status/1559989616282898441,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
661,1559989516655595526,1559985654502760448,1660765458000.0,2022-08-17 14:44:18,-0500,,"@m_ebrard Cuenta con mi voto, el de mi mamá, el de mi papá, mis hermanos y hasta mis perritos",es,[],[],1192235271003222018,1192235271003222018,n4t1990,Natalia Gonzalez,3,14,https://twitter.com/n4t1990/status/1559989516655595526,[],[],0,,False,3,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
662,1559989447218737152,1559642756464754688,1660765442000.0,2022-08-17 14:44:02,-0500,,@m_ebrard @m_ebrard ahh todo el mundial? O durante la participación de la @miseleccionmx ? solo van ir por una semana? asegúrate q no hagan el grito de Pu…………….!!!!!,es,[],[],763753075299356673,763753075299356673,gilbertodiazfdz,Gilberto Diaz,3,14,https://twitter.com/gilbertodiazfdz/status/1559989447218737152,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
663,1559989436833796097,1559917567405350915,1660765439000.0,2022-08-17 14:43:59,-0500,,@m_ebrard Llévate dos churros para llevar y ya sabes donde llevarlos,es,[],[],3309641624,3309641624,ftd_felipe,Felipe Trujillo,3,14,https://twitter.com/ftd_felipe/status/1559989436833796097,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
664,1559989358698045442,1559985654502760448,1660765420000.0,2022-08-17 14:43:40,-0500,,"@m_ebrard Aahh caray el Canciller que tiene que ver con esto ?  Les apuesto mil a uno, que estás 2 son zurdas, con la idea de que los climinales son las víctimas del sistema, y obvio súper financiadas.",es,[],[],1305763026021228544,1305763026021228544,Pjt432,Pjt43,3,14,https://twitter.com/Pjt432/status/1559989358698045442,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
665,1559989334501097475,1559985654502760448,1660765415000.0,2022-08-17 14:43:35,-0500,,@m_ebrard Tienes el respaldo de millones de mexicanos 👊🏼🇲🇽,es,[],[],1227357100512305152,1227357100512305152,LuluXO11,Lulu XO,3,14,https://twitter.com/LuluXO11/status/1559989334501097475,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
666,1559989290276474883,1559985654502760448,1660765404000.0,2022-08-17 14:43:24,-0500,,"@m_ebrard Canciller, yo estoy llena de grandes propuestas. Usted ponga fecha y hora y ahí estaré acompañada de @DonArrobas. El paga, no se preocupe.",es,[],[],551276966,551276966,BarleySinse,La_Sinse,3,14,https://twitter.com/BarleySinse/status/1559989290276474883,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
667,1559989210756644864,1559985654502760448,1660765385000.0,2022-08-17 14:43:05,-0500,,"@m_ebrard Hola, nos podemos reunir para que me ayude con mi tarea? Por favor se lo pido",es,[],[],1153380632187326464,1153380632187326464,andrealvaradooo,Andrea,3,14,https://twitter.com/andrealvaradooo/status/1559989210756644864,[],[],0,,False,9,2,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
668,1559989173750116354,1559985654502760448,1660765376000.0,2022-08-17 14:42:56,-0500,,"@m_ebrard Solo te dieron churros a ti, culero. #TenemosHambreCulero",es,['tenemoshambreculero'],[],33673139,33673139,danpinera,Lester Bangs,3,14,https://twitter.com/danpinera/status/1559989173750116354,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
669,1559989096126337025,1559985654502760448,1660765358000.0,2022-08-17 14:42:38,-0500,,@m_ebrard Y eso que tiene que ver con la política exterior de México,es,[],[],1356009604220653568,1356009604220653568,AdalbertoToro2,Adalberto,3,14,https://twitter.com/AdalbertoToro2/status/1559989096126337025,[],[],0,,False,0,1,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
670,1559989013615988744,1559989013615988744,1660765338000.0,2022-08-17 14:42:18,-0500,,"@m_ebrard Hola Marcelo Hoy mi hijo de 17 años viaja a EUA, tenía su permiso de migración SAM. En la fila de entrada a la terminal lo detuvieron y lo hicieron esperar hasta que un elemento de la Marina lo interrogó, de suerte estábamos con el.",es,[],[],83194630,83194630,Mtybeto,Roberto Perez,3,14,https://twitter.com/Mtybeto/status/1559989013615988744,[],[],0,,False,0,1,0,,None,,,,,,,[],,,,
671,1559988964941086721,1559985654502760448,1660765327000.0,2022-08-17 14:42:07,-0500,,@m_ebrard Buenísima idea eso de contactarte por WhatsApp ☎️📲,es,[],[],1227409957051490304,1227409957051490304,LauraGo0o,Laura Gomez,3,14,https://twitter.com/LauraGo0o/status/1559988964941086721,[],[],0,,False,0,1,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
672,1559988805997699072,1559917567405350915,1660765289000.0,2022-08-17 14:41:29,-0500,,@m_ebrard Con todo respeto para los otros dos sonantes pero el canciller va a ganar la interna con mucho margen...pero mucho...y la constitucional ni se diga. Así nomás.,es,[],[],1048041048050561024,1048041048050561024,GacetaN,David Meza Gaceta Norte,3,14,https://twitter.com/GacetaN/status/1559988805997699072,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
673,1559988746086383618,1559985654502760448,1660765274000.0,2022-08-17 14:41:14,-0500,,"@m_ebrard Buenas tardes @m_ebrard yo también le escribí por 'whats'  sin recibir respuesta. Me gustaría comentar con usted mi solicitud, espero su respuesta.",es,[],[],702932894956834816,702932894956834816,AthieAle,Alejandro Athie,3,14,https://twitter.com/AthieAle/status/1559988746086383618,[],[],0,,False,17,1,2,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
674,1559988727878918145,1559985654502760448,1660765270000.0,2022-08-17 14:41:10,-0500,,"@m_ebrard Muy bien. ¿Cuándo podemos conversar sobre calidad democrática, participación ciudadana, agenda 2030 y cultura de la paz? Espero tu amable respuesta.",es,[],[],722468129851498496,722468129851498496,EdgarMereles0,Edgar Mereles,3,14,https://twitter.com/EdgarMereles0/status/1559988727878918145,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
675,1559988534630547459,1559985654502760448,1660765224000.0,2022-08-17 14:40:24,-0500,,@m_ebrard Ah en el Moro!,es,[],[],361689977,361689977,pumaupiicsa,José Luis Rodben,3,14,https://twitter.com/pumaupiicsa/status/1559988534630547459,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
676,1559988278409023488,1559985654502760448,1660765163000.0,2022-08-17 14:39:23,-0500,,"@m_ebrard -¿Y a mí cuando me invita su churro para glasearlo, secretario?   Lord Molécula.  🤣🤣🤣  https://t.co/LmRKsN1aPN",es,[],[],524535059,524535059,ikaro_46,Luis Alberto Alonso,3,14,https://twitter.com/ikaro_46/status/1559988278409023488,[],['https://pbs.twimg.com/media/FaYxEiYXoAQDDRF.jpg'],1,https://pbs.twimg.com/media/FaYxEiYXoAQDDRF.jpg,False,19,4,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
677,1559988067511029762,1559985654502760448,1660765113000.0,2022-08-17 14:38:33,-0500,,"@m_ebrard La mejor manera de acercarse a los jóvenes. Nuevas propuestas, nuevo rumbo de México. Solo no te alejes de la gente que te va a apoyar. Suma y une!!!! Podría ayudar con ideas para un nuevo gobierno.",es,[],[],3295902383,3295902383,agaplo198470,Josué Ortiz,3,14,https://twitter.com/agaplo198470/status/1559988067511029762,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
678,1559987950586314754,1559985654502760448,1660765085000.0,2022-08-17 14:38:05,-0500,,@m_ebrard No sabía que eso en día hábil era tema de un secretario de relaciones exteriores....,es,[],[],139908981,139908981,ZIMBOTANA,(((Daniel))),3,14,https://twitter.com/ZIMBOTANA/status/1559987950586314754,[],[],0,,False,3,1,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
679,1559987633455235072,1559642756464754688,1660765009000.0,2022-08-17 14:36:49,-0500,,"@m_ebrard Siempre de sus mano, canciller, todo para adelante #VamosConMarceloJalisco",es,['vamosconmarcelojalisco'],[],1356103429232484352,1356103429232484352,MaryJassoGDL,Mary Jasso,3,14,https://twitter.com/MaryJassoGDL/status/1559987633455235072,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
680,1559987228687974400,1559985654502760448,1660764913000.0,2022-08-17 14:35:13,-0500,,"@m_ebrard ¿ Que no es ud. Canciller de Relaciones Exteriores? ¿Que no se supone que esos temas lo tiene que ver el Secretario de Gobernación?  Eso de andar de proselitismo va a todo , aunque no sea de su campo",es,[],[],241802750,241802750,dodando,Abamch Lawrence De Arabia,3,14,https://twitter.com/dodando/status/1559987228687974400,[],[],0,,False,25,2,1,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
681,1559987081904021504,1559985654502760448,1660764878000.0,2022-08-17 14:34:38,-0500,,"@m_ebrard El ejemplo es @nayibbukele así queremos que trates a los presos en México !!! ""Si se portan mál, no habrá ningún tiempo de comida"" #MorenaLaLetrinaDeMexico",es,['morenalaletrinademexico'],[],299291625,299291625,gordomsumbway,Gordon Shumway,3,14,https://twitter.com/gordomsumbway/status/1559987081904021504,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
682,1559986990753480704,1559985654502760448,1660764856000.0,2022-08-17 14:34:16,-0500,,@m_ebrard 🙄  No das entrevistas pero sí cafecitos casuales. 👀   Ajá...  https://t.co/YXwyFRxJGB,es,[],[],524535059,524535059,ikaro_46,Luis Alberto Alonso,3,14,https://twitter.com/ikaro_46/status/1559986990753480704,[],['https://pbs.twimg.com/tweet_video_thumb/FaYv5aYWYAIvH2t.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FaYv5aYWYAIvH2t.jpg,False,5,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
683,1559986981966430216,1559985654502760448,1660764854000.0,2022-08-17 14:34:14,-0500,,@m_ebrard De casualidad la reunión fue en moro? Saludos...,es,[],[],1195170634575290368,1195170634575290368,JAVIERC60675564,JAVIER CRUZ HERNÁNDEZ,3,14,https://twitter.com/JAVIERC60675564/status/1559986981966430216,[],[],0,,False,4,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
684,1559986650679320576,1559985654502760448,1660764775000.0,2022-08-17 14:32:55,-0500,,"@m_ebrard No seas asi @m_ebrard miles de chairos se mueren por tomarse una foto contigo, lo malo que como son prietos, grasientos y feos no tienes tiempo para ellos, también tienen planes y estrategias para ayudar al pais, jajajajajjaa",es,[],[],1455246866074021899,1455246866074021899,ProwlerJimenez,roberto jimenez,3,14,https://twitter.com/ProwlerJimenez/status/1559986650679320576,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
685,1559986448778121217,1559985654502760448,1660764727000.0,2022-08-17 14:32:07,-0500,,"@m_ebrard Ah, no mames! ¡Qué maravilla! ¿Y López Obrador tendrá remedio? Ojalá Lilian y María José tengan algo para él, pinche  delincuente inadaptado.",es,[],[],114626612,114626612,GusVillegas,Gustavo Villegas,3,14,https://twitter.com/GusVillegas/status/1559986448778121217,[],[],0,,False,5,0,2,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
686,1559986074398646276,1559985654502760448,1660764637000.0,2022-08-17 14:30:37,-0500,,@m_ebrard Aguas no te vaya a tomar foto @lumendoz. Le urgen unos zapatos que combinen con su bolsa,es,[],[],87857151,87857151,charro_ponciano,Monsieur Chochin,3,14,https://twitter.com/charro_ponciano/status/1559986074398646276,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
687,1559986001078099968,1559985654502760448,1660764620000.0,2022-08-17 14:30:20,-0500,,@m_ebrard Churros El moro...,es,[],[],180041837,180041837,colecionista320,Alberto Millares,3,14,https://twitter.com/colecionista320/status/1559986001078099968,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
688,1559985885994696706,1559985654502760448,1660764593000.0,2022-08-17 14:29:53,-0500,,@m_ebrard Que farsa.,es,[],[],92596738,92596738,RG_Ponx,𝙍𝙖𝙝 𝙈𝙤𝙣 𝙂 🔁,3,14,https://twitter.com/RG_Ponx/status/1559985885994696706,[],[],0,,False,8,0,1,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
689,1559985056688574464,1559985056688574464,1660764395000.0,2022-08-17 14:26:35,-0500,,@m_ebrard Perdone mi ignorancia pero para eso hay embajadas?,es,[],[],289664352,289664352,VillagranaTony,ANTONIO VILLAGRANA,3,14,https://twitter.com/VillagranaTony/status/1559985056688574464,[],[],0,,False,0,0,0,https://twitter.com/GlodeJo07/status/1559711452411449344,None,,,,,,,[],,,,
690,1559983332791836672,1559917567405350915,1660763984000.0,2022-08-17 14:19:44,-0500,,"@m_ebrard Saludos Canciller, excelente elección para la mañana unos deliciosos churros del Moro, con un chocolate bien caliente. Por otro lado estar cerca de mujeres trabajadoras, que contribuyen al desarrollo del país y apoyan la economía familiar. Saludos y bendiciones.",es,[],[],906540320787238912,906540320787238912,IngRolome,RODRIGO LOPEZ,3,14,https://twitter.com/IngRolome/status/1559983332791836672,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
691,1559982714861735936,1559917567405350915,1660763836000.0,2022-08-17 14:17:16,-0500,,@m_ebrard La umildad y sensilles no quita lo Cortez 👍👏👏👏 bien Sr Marcelo Ebrard 🙋,es,[],[],1535306712932139008,1535306712932139008,TrinidadDomngu5,Trinidad Domínguez,3,14,https://twitter.com/TrinidadDomngu5/status/1559982714861735936,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
692,1559982103152005120,1559642756464754688,1660763691000.0,2022-08-17 14:14:51,-0500,,@m_ebrard Y si mejor ya te pones a trabajar?,es,[],[],1446570473245052930,1446570473245052930,AlanGallaghermx,Gallagher 🗡,3,14,https://twitter.com/AlanGallaghermx/status/1559982103152005120,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
693,1559979782506520576,1559917567405350915,1660763137000.0,2022-08-17 14:05:37,-0500,,@m_ebrard Tambien lleveselas a QATAR  a despilfarrar nuestro dinero como con la GN,es,[],[],1371507420867014656,1371507420867014656,JuanAnt55969767,Juan Antonio Madrigal Hernandez,3,14,https://twitter.com/JuanAnt55969767/status/1559979782506520576,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
694,1559979378456625152,1559917567405350915,1660763041000.0,2022-08-17 14:04:01,-0500,,"@m_ebrard Debería de aprender de la gente trabajadora, el ENTUSIASMO POR SERVIR a diferencia de personas como usted  y “ servidores de la nación”que sólo saquean y vive del pueblo de México",es,[],[],426031168,426031168,saul666juarez,saul juarez,3,14,https://twitter.com/saul666juarez/status/1559979378456625152,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
695,1559978196157841412,1559917567405350915,1660762759000.0,2022-08-17 13:59:19,-0500,,"@m_ebrard que dicen los fachos, wannabe's ,prianistas que los churros son de gente fifi que que paso con la austeridad republicana",es,[],[],1414422392558997509,1414422392558997509,mdeag3,mdeag 🇲🇽🇷🇺🇵🇸,3,13,https://twitter.com/mdeag3/status/1559978196157841412,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
696,1559976875367202818,1559642756464754688,1660762444000.0,2022-08-17 13:54:04,-0500,,@m_ebrard HDP y aquí quien cuida a los ciudadanos??? Ojalá un día te vea refundido e prisión asesino de 💩,es,[],[],1799291226,1799291226,lrmexicano,Luis Mx,3,13,https://twitter.com/lrmexicano/status/1559976875367202818,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
697,1559974967843950592,1559917567405350915,1660761989000.0,2022-08-17 13:46:29,-0500,,@m_ebrard #AvanzadaNacionalGuanajuato,qme,['avanzadanacionalguanajuato'],[],1504878787422531589,1504878787422531589,LuisGabrielReg2,Luis Gabriel Regalado Reyes,3,13,https://twitter.com/LuisGabrielReg2/status/1559974967843950592,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
698,1559974556181450753,1559917567405350915,1660761891000.0,2022-08-17 13:44:51,-0500,,"@m_ebrard Ellas si trabajan, tú en donde lees GOLDO?",es,[],[],1471290250001633282,1471290250001633282,HugoEsquinca62,Hugo Esquinca,3,13,https://twitter.com/HugoEsquinca62/status/1559974556181450753,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
699,1559974278677909504,1559974278677909504,1660761825000.0,2022-08-17 13:43:45,-0500,,@m_ebrard  Inaceptable!!!!,es,[],[],196110680,196110680,dianadi58,Diana Alvarez Delgad,3,13,https://twitter.com/dianadi58/status/1559974278677909504,[],[],0,,False,0,0,0,https://twitter.com/magumonero/status/1559941796750413825,None,,,,,,,[],,,,
700,1559974117503270918,1559917567405350915,1660761787000.0,2022-08-17 13:43:07,-0500,,@m_ebrard Excelente los churros.,es,[],[],77251249,77251249,Cucho777,Alejandro Rivas Martínez,3,13,https://twitter.com/Cucho777/status/1559974117503270918,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
701,1559972445175664640,1559917567405350915,1660761388000.0,2022-08-17 13:36:28,-0500,,"@m_ebrard ¿Hoy también, Chelo?",es,[],[],3415789214,3415789214,srjio,Sergio,3,13,https://twitter.com/srjio/status/1559972445175664640,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
702,1559972019197845505,1559917567405350915,1660761286000.0,2022-08-17 13:34:46,-0500,,@m_ebrard Marchel @ mamona,es,[],[],874762523907682308,874762523907682308,Pablovichjijau1,"Pablovich, reflexiones, análisis de situaciones.",3,13,https://twitter.com/Pablovichjijau1/status/1559972019197845505,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
703,1559970971989282817,1559917567405350915,1660761037000.0,2022-08-17 13:30:37,-0500,,"@m_ebrard De cuándo acá bajas al pueblo, algo has de querer.....",es,[],[],97201743,97201743,Ericoglz,Chingue su madre Putin,3,13,https://twitter.com/Ericoglz/status/1559970971989282817,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
704,1559970520459878401,1559917567405350915,1660760929000.0,2022-08-17 13:28:49,-0500,,@m_ebrard Como siempre esa sencillez y humildad 🥰,es,[],[],1393561253289811969,1393561253289811969,Lucreci78458150,Lucrecia,3,13,https://twitter.com/Lucreci78458150/status/1559970520459878401,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
705,1559969108984090624,1559642548167217153,1660760593000.0,2022-08-17 13:23:13,-0500,,"@m_ebrard Las mujeres deberían dirigir juegos femeniles, ya tienen su liga, y la liga varonil debería ser pitada por hombres.",es,[],[],727267044,727267044,schwarzferd,Fernando V,3,13,https://twitter.com/schwarzferd/status/1559969108984090624,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
706,1559967815284686848,1559917567405350915,1660760284000.0,2022-08-17 13:18:04,-0500,,"@m_ebrard Ya deja de comer chatarra, no te has visto la panza???",es,[],[],704867753128128512,704867753128128512,mem0rama,Memo,3,13,https://twitter.com/mem0rama/status/1559967815284686848,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
707,1559967354754310147,1559917567405350915,1660760174000.0,2022-08-17 13:16:14,-0500,,@m_ebrard Por gente como esa estamos como estamos,es,[],[],1507077214004781059,1507077214004781059,Sam_30JR40,Andrés Manuel Doblado,3,13,https://twitter.com/Sam_30JR40/status/1559967354754310147,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
708,1559965916569419776,1559965916569419776,1660759831000.0,2022-08-17 13:10:31,-0500,,@m_ebrard buenas tardes creo que el piso no está parejo este martes nos llevaron sin saber a todos los delegados sindicales del seguro social a darle el apoyo a claudia sheuban y yo pos no estoy de acuerdo,es,[],[],1342520416020127744,1342520416020127744,victorr68551002,victor rosales,3,13,https://twitter.com/victorr68551002/status/1559965916569419776,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
709,1559965632791302145,1559917567405350915,1660759764000.0,2022-08-17 13:09:24,-0500,,@m_ebrard Este Señor si me gusta para Presidente?!!🤗,es,[],[],741110523140313088,741110523140313088,RosyMariaRPonce,Rosa Maria Ramirez P,3,13,https://twitter.com/RosyMariaRPonce/status/1559965632791302145,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
710,1559964960939118593,1559917567405350915,1660759604000.0,2022-08-17 13:06:44,-0500,,"@m_ebrard Nos hubiera encantado una foto y unas palabras con las víctimas y los familiares de las víctimas de la Línea 12, lástima que se te fue el internet",es,[],[],1148788753474789376,1148788753474789376,Nebbiolo65,Laura,3,13,https://twitter.com/Nebbiolo65/status/1559964960939118593,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
711,1559964489273024513,1559917567405350915,1660759491000.0,2022-08-17 13:04:51,-0500,,@m_ebrard Siempre de gorrones ustedes los de la 4T !!😂😂😂😂😂,es,[],[],1500112768246198274,1500112768246198274,charro_mike,CharroMike,3,13,https://twitter.com/charro_mike/status/1559964489273024513,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
712,1559964129493925888,1559917567405350915,1660759405000.0,2022-08-17 13:03:25,-0500,,@m_ebrard JAJAJA  YA NO SABEN COMO LLAMAR LA ATENCIÓN Y LA CUENTA ME IMAGINO SE PAGO CON  RECURSOS PÚBLICOS Y LA GENEROSA PROPINA TAMBIÉN PORQUE  COMO SON UNOS VIVIDORES DE SU BOLSA NO SALE NI UN CENTAVO,es,[],[],2311936988,2311936988,gar_cia666,DAVID,3,13,https://twitter.com/gar_cia666/status/1559964129493925888,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
713,1559964096065306628,1559647832071720963,1660759397000.0,2022-08-17 13:03:17,-0500,,@m_ebrard Por lo pronto voy R Anaya,es,[],[],736227464578367490,736227464578367490,pozol30,eduardo eduardo,3,13,https://twitter.com/pozol30/status/1559964096065306628,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
714,1559962638414712832,1559642756464754688,1660759050000.0,2022-08-17 12:57:30,-0500,,@m_ebrard Aquí en México hay mucho trabajo para que te los llevas o te los llevas que te den una buena salpicada,es,[],[],1382901702420942853,1382901702420942853,Carr28Zora,zora_carr28,3,12,https://twitter.com/Carr28Zora/status/1559962638414712832,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'm_ebrard', 'name': 'Marcelo Ebrard C.', 'id': '64798737'}]",,,,
