Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
caca	[['caca', 2.220446049250313e-16], ['sano', 1.5432100042289676e-14], ['divide', 1.554312234475219e-14], ['pisos', 7.083222897108499e-14], ['diera', 1.141309269314661e-13]]	[['caca', 0], ['sano', 1.5210055437364645e-14], ['divide', 1.5432100042289676e-14], ['pisos', 7.083222897108499e-14], ['diera', 1.141309269314661e-13]]
cacas	[['cacas', 2.220446049250313e-16], ['dieras', 1.1649961839665934e-07], ['dieran', 1.2298609231020663e-07], ['litio', 2.0997667538047438e-07], ['hipódromo', 3.450230222634687e-07]]	[['cacas', 0], ['dieras', 1.1649961850768165e-07], ['dieran', 1.2298609231020663e-07], ['litio', 2.0997667538047438e-07], ['hipódromo', 3.450230222634687e-07]]
cada	[['cada', 0], ['forma', 3.4036107265933424e-11], ['sido', 1.7134749175085062e-10], ['puedo', 3.118929559065009e-10], ['va', 3.664551995186116e-10]]	[['cada', 0], ['forma', 3.403632931053835e-11], ['sido', 1.7134771379545555e-10], ['puedo', 3.118929559065009e-10], ['va', 3.6645531054091407e-10]]
cadena	[['cadena', 0], ['suma', 7.216449660063518e-15], ['pedido', 2.9531932455029164e-14], ['conoces', 1.1834977442504169e-13], ['ampliación', 1.8451906669270102e-13]]	[['cadena', 0], ['suma', 7.438494264988549e-15], ['pedido', 2.9531932455029164e-14], ['conoces', 1.1857181902996672e-13], ['ampliación', 1.8474111129762605e-13]]
cadáver	[['cadáver', 0], ['matado', 3.219646771412954e-15], ['hola', 1.2878587085651816e-14], ['ira', 2.886579864025407e-14], ['llevo', 7.993605777301127e-14]]	[['cadáver', 0], ['matado', 3.3306690738754696e-15], ['hola', 1.2878587085651816e-14], ['ira', 2.886579864025407e-14], ['llevo', 7.993605777301127e-14]]
cae	[['cae', 0], ['reparación', 2.353672812205332e-14], ['aniversario', 2.8843594179761567e-13], ['reciben', 4.769518113789672e-13], ['patrón', 6.492584248007915e-13]]	[['cae', 0], ['reparación', 2.3425705819590803e-14], ['aniversario', 2.8821389719269064e-13], ['reciben', 4.768407890765047e-13], ['patrón', 6.492584248007915e-13]]
caen	[['caen', 2.220446049250313e-16], ['quedarán', 8.992806499463768e-15], ['cumpliendo', 2.3314683517128287e-14], ['detiene', 4.9404924595819466e-14], ['aporte', 4.96269692007445e-14]]	[['caen', 0], ['quedarán', 8.659739592076221e-15], ['cumpliendo', 2.3092638912203256e-14], ['detiene', 4.9404924595819466e-14], ['aporte', 4.96269692007445e-14]]
caer	[['caer', 0], ['flores', 3.3084646133829665e-14], ['enfermedades', 7.471800955727304e-14], ['considerar', 1.3289369604763124e-13], ['llevado', 2.9964919434632975e-13]]	[['caer', 0], ['flores', 3.3306690738754696e-14], ['enfermedades', 7.494005416219807e-14], ['considerar', 1.3289369604763124e-13], ['llevado', 2.9976021664879227e-13]]
caerá	[['caerá', 0], ['propongo', 0], ['besos', 8.881784197001252e-16], ['dilo', 1.5210055437364645e-14], ['dejarás', 1.9761969838327786e-14]]	[['caerá', 0], ['propongo', 2.220446049250313e-16], ['besos', 8.881784197001252e-16], ['dilo', 1.5210055437364645e-14], ['dejarás', 1.9761969838327786e-14]]
caería	[['caería', 0], ['trump', 8.389419048349112e-09], ['abraza', 3.7923739593104244e-08], ['ladra', 2.17170181171511e-07], ['cansas', 2.8814807395693975e-07]]	[['caería', 0], ['trump', 8.389419048349112e-09], ['abraza', 3.792373981514885e-08], ['ladra', 2.17170181171511e-07], ['cansas', 2.8814807395693975e-07]]
caes	[['caes', 2.220446049250313e-16], ['federación', 2.220446049250313e-16], ['ejercito', 2.4868995751603507e-14], ['violentas', 6.150635556423367e-14], ['valga', 6.705747068735946e-14]]	[['caes', 0], ['federación', 3.3306690738754696e-16], ['ejercito', 2.4868995751603507e-14], ['violentas', 6.183942247162122e-14], ['valga', 6.705747068735946e-14]]
café	[['café', 0], ['vemos', 8.448797217397441e-14], ['digas', 1.8984813721090177e-13], ['decidió', 3.381739333008227e-13], ['elección', 5.289102489314246e-13]]	[['café', 0], ['vemos', 8.448797217397441e-14], ['digas', 1.8973711490843925e-13], ['decidió', 3.383959779057477e-13], ['elección', 5.286882043264995e-13]]
caga	[['caga', 2.220446049250313e-16], ['kk', 2.0160187642614957e-06], ['humanismo', 6.19905292065237e-06], ['déjense', 1.364398153458346e-05], ['éso', 1.402462384658687e-05]]	[['caga', 0], ['kk', 2.0160187641504734e-06], ['humanismo', 6.19905292065237e-06], ['déjense', 1.364398153458346e-05], ['éso', 1.402462384658687e-05]]
cagada	[['cagada', 2.220446049250313e-16], ['marioneta', 9.020853952712571e-07], ['hipocrita', 2.215342868150394e-06], ['bye', 2.4453325727646913e-06], ['escribes', 2.806781048692031e-06]]	[['cagada', 0], ['marioneta', 9.020853950492125e-07], ['hipocrita', 2.2153428679283493e-06], ['bye', 2.4453325727646913e-06], ['escribes', 2.806781048692031e-06]]
cagadero	[['cagadero', 2.220446049250313e-16], ['marucampos_g', 3.2181580452594893e-05], ['veronicacamino', 3.6510913313358984e-05], ['macedonio', 5.1492111728501655e-05], ['catrina_nortena', 7.997393672365405e-05]]	[['cagadero', 0], ['marucampos_g', 3.218158045237285e-05], ['veronicacamino', 3.6510913313358984e-05], ['macedonio', 5.1492111728501655e-05], ['catrina_nortena', 7.997393672365405e-05]]
cagado	[['cagado', 0], ['jaladas', 2.4505091807958124e-06], ['ilusa', 2.5135243320040246e-06], ['mezquina', 3.3618351434894223e-06], ['cambien', 3.5387684298449074e-06]]	[['cagado', 0], ['jaladas', 2.4505091804627455e-06], ['ilusa', 2.5135243320040246e-06], ['mezquina', 3.3618351432673776e-06], ['cambien', 3.5387684298449074e-06]]
cagar	[['cagar', 0], ['agarra', 2.220446049250313e-16], ['torta', 1.4099832412739488e-14], ['compraste', 1.8207657603852567e-14], ['toco', 5.140332604014475e-14]]	[['cagar', 0], ['agarra', 3.3306690738754696e-16], ['torta', 1.432187701766452e-14], ['compraste', 1.8207657603852567e-14], ['toco', 5.162537064506978e-14]]
caiga	[['caiga', 2.220446049250313e-16], ['sacarte', 3.3306690738754696e-16], ['disfraz', 1.3322676295501878e-15], ['soñando', 2.1094237467877974e-15], ['celebrando', 3.219646771412954e-15]]	[['caiga', 0], ['sacarte', 4.440892098500626e-16], ['disfraz', 1.5543122344752192e-15], ['soñando', 2.220446049250313e-15], ['celebrando', 3.219646771412954e-15]]
caigan	[['caigan', 0], ['caigas', 1.1732292914956588e-10], ['uds', 1.1723661319518186e-07], ['chumel', 3.7303034483571196e-07], ['admiras', 4.338664360004074e-07]]	[['caigan', 0], ['caigas', 1.1732270710496095e-10], ['uds', 1.1723661319518186e-07], ['chumel', 3.7303034461366735e-07], ['admiras', 4.338664357783628e-07]]
caigas	[['caigas', 0], ['caigan', 1.1732270710496095e-10], ['uds', 1.0993651877733157e-07], ['chumel', 3.861897212020793e-07], ['admiras', 4.1971457698242176e-07]]	[['caigas', 0], ['caigan', 1.1732270710496095e-10], ['uds', 1.0993651866630927e-07], ['chumel', 3.861897212020793e-07], ['admiras', 4.1971457676037716e-07]]
caiste	[['caiste', 2.220446049250313e-16], ['patrias', 2.504159468563749e-06], ['reflectores', 4.3774987256162134e-06], ['provocas', 6.481564789440064e-06], ['escándalos', 9.215138417228985e-06]]	[['caiste', 0], ['patrias', 2.5041594687857938e-06], ['reflectores', 4.3774987256162134e-06], ['provocas', 6.481564789440064e-06], ['escándalos', 9.215138417228985e-06]]
caja	[['caja', 1.1102230246251565e-16], ['necesarios', 6.750155989720952e-14], ['completa', 1.5154544286133387e-13], ['gusto', 2.6922908347160046e-13], ['corte', 2.702282841937631e-13]]	[['caja', 0], ['necesarios', 6.7390537594747e-14], ['completa', 1.5143442055887135e-13], ['gusto', 2.694511280765255e-13], ['corte', 2.701172618913006e-13]]
calaca	[['calaca', 2.220446049250313e-16], ['estupido', 5.7239721962254464e-08], ['fachos', 4.4763780937540076e-07], ['callen', 2.715557527177559e-06], ['atole', 5.99350404850707e-06]]	[['calaca', 0], ['estupido', 5.723972218429907e-08], ['fachos', 4.4763780948642307e-07], ['callen', 2.715557527177559e-06], ['atole', 5.99350404850707e-06]]
calavera	[['calavera', 0], ['xóchitl', 0.00010203164020439193], ['ladyhernias', 0.00020300050624921795], ['bejarano', 0.0005984309458815229], ['zedillo', 0.0006588799021891578]]	[['calavera', 0], ['xóchitl', 0.000102031640204725], ['ladyhernias', 0.00020300050624944], ['bejarano', 0.0005984309458815229], ['zedillo', 0.0006588799021891578]]
calaña	[['calaña', 2.220446049250313e-16], ['yaajmexico', 1.06607616758847e-05], ['estupideces', 1.1506346972001147e-05], ['mañanera', 4.776471711731567e-05], ['venegasurzua', 5.820459342120721e-05]]	[['calaña', 0], ['yaajmexico', 1.0660761675662656e-05], ['estupideces', 1.1506346972001147e-05], ['mañanera', 4.776471711731567e-05], ['venegasurzua', 5.820459342098516e-05]]
calbert57	[['calbert57', 0], ['dedíquese', 7.002217236784514e-05], ['fierros', 0.00012786465161784832], ['juarez', 0.00021765258461359238], ['julian', 0.00022711904482253242]]	[['calbert57', 0], ['dedíquese', 7.002217236773411e-05], ['fierros', 0.00012786465161784832], ['juarez', 0.00021765258461348136], ['julian', 0.00022711904482253242]]
calderon	[['calderon', 2.220446049250313e-16], ['yadiramarcossin', 2.1745951826135368e-05], ['ufff', 7.569753283831471e-05], ['cochitl', 0.0001898976316917489], ['marcelamoraa', 0.00019974941615996666]]	[['calderon', 0], ['yadiramarcossin', 2.1745951826135368e-05], ['ufff', 7.569753283831471e-05], ['cochitl', 0.0001898976316917489], ['marcelamoraa', 0.00019974941615985564]]
calderón	[['calderón', 0], ['obscuridad', 0.00045580661789390575], ['zopilota', 0.0007081858574897737], ['ferbelaunzaran', 0.001161102501643918], ['adan_augusto', 0.0014394157671639984]]	[['calderón', 0], ['obscuridad', 0.0004558066178940168], ['zopilota', 0.0007081858574898847], ['ferbelaunzaran', 0.001161102501644251], ['adan_augusto', 0.0014394157671639984]]
caldo	[['caldo', 0], ['culta', 4.942504172600337e-08], ['déjese', 1.0740246306317758e-05], ['periférico', 1.1622402284250377e-05], ['voten', 2.158091932746853e-05]]	[['caldo', 0], ['culta', 4.9425041837025674e-08], ['déjese', 1.0740246306317758e-05], ['periférico', 1.1622402284250377e-05], ['voten', 2.158091932746853e-05]]
calidad	[['calidad', 2.220446049250313e-16], ['cuanto', 1.6587842210924464e-12], ['principal', 2.9614088958851426e-12], ['internacionales', 6.6708860657627156e-12], ['compren', 1.1874057292970974e-11]]	[['calidad', 0], ['cuanto', 1.6585621764875214e-12], ['principal', 2.9611868512802175e-12], ['internacionales', 6.6706640211577906e-12], ['compren', 1.187383524836605e-11]]
caliente	[['caliente', 0], ['hacerse', 5.6288307348495437e-14], ['celebración', 1.0036416142611415e-13], ['opciones', 1.5654144647214707e-13], ['aeropuerto', 1.5698553568199713e-13]]	[['caliente', 0], ['hacerse', 5.6621374255882984e-14], ['celebración', 1.0036416142611415e-13], ['opciones', 1.5654144647214707e-13], ['aeropuerto', 1.5698553568199713e-13]]
calificativos	[['calificativos', 2.220446049250313e-16], ['glorianunezs', 0.00020032684286142022], ['segob_mx', 0.0006395630583376777], ['opinando', 0.0010450576821806612], ['guerrerochipres', 0.0010745916225285423]]	[['calificativos', 0], ['glorianunezs', 0.0002003268428613092], ['segob_mx', 0.0006395630583377887], ['opinando', 0.0010450576821806612], ['guerrerochipres', 0.0010745916225285423]]
california	[['california', 2.220446049250313e-16], ['mamarracho', 0.0006307037978616759], ['palabrería', 0.0009274619122605632], ['imagínate', 0.0010885626934169501], ['harfuch', 0.0011180093814312508]]	[['california', 0], ['mamarracho', 0.0006307037978617869], ['palabrería', 0.0009274619122607852], ['imagínate', 0.0010885626934171722], ['harfuch', 0.0011180093814313619]]
calla	[['calla', 0], ['gobiernan', 4.069121420924304e-06], ['animalitos', 7.313551460219614e-06], ['garcía', 8.474532372515498e-06], ['apoco', 1.316808170648276e-05]]	[['calla', 0], ['gobiernan', 4.069121420924304e-06], ['animalitos', 7.313551460219614e-06], ['garcía', 8.474532372515498e-06], ['apoco', 1.316808170648276e-05]]
callada	[['callada', 0], ['fallido', 2.820867700537022e-07], ['traiciona', 5.926301557268587e-07], ['traicionó', 7.283332488228211e-07], ['insisto', 7.563865027648831e-07]]	[['callada', 0], ['fallido', 2.820867700537022e-07], ['traiciona', 5.926301557268587e-07], ['traicionó', 7.283332488228211e-07], ['insisto', 7.563865027648831e-07]]
calladita	[['calladita', 0], ['inolvidable', 9.810754408290379e-05], ['liliana', 0.00017680353588023223], ['mugrero', 0.0011697254677649482], ['otilia_norma', 0.0018818037422164702]]	[['calladita', 0], ['inolvidable', 9.810754408301481e-05], ['liliana', 0.00017680353588023223], ['mugrero', 0.0011697254677648372], ['otilia_norma', 0.0018818037422162481]]
callar	[['callar', 0], ['manipulación', 2.220446049250313e-16], ['cuántas', 1.532107773982716e-14], ['asesinados', 1.942890293094024e-14], ['valioso', 3.4638958368304884e-14]]	[['callar', 0], ['manipulación', 1.1102230246251565e-16], ['cuántas', 1.5432100042289676e-14], ['asesinados', 1.942890293094024e-14], ['valioso', 3.4638958368304884e-14]]
callaron	[['callaron', 0], ['admirable', 5.395367264071638e-09], ['temblor', 1.626520229613959e-08], ['trompa', 2.7011381242836308e-08], ['manden', 4.378939699734019e-08]]	[['callaron', 0], ['admirable', 5.395367486116243e-09], ['temblor', 1.626520218511729e-08], ['trompa', 2.7011381242836308e-08], ['manden', 4.3789397219384796e-08]]
callas	[['callas', 0], ['pendejadas', 4.38716505535286e-06], ['mesías', 4.558003426025081e-06], ['uta', 5.1150970817870345e-06], ['expresidente', 6.931375208019119e-06]]	[['callas', 0], ['pendejadas', 4.387165055463882e-06], ['mesías', 4.558003426025081e-06], ['uta', 5.115097082120101e-06], ['expresidente', 6.931375208130142e-06]]
callate	[['callate', 2.220446049250313e-16], ['mediocres', 8.851460786551968e-09], ['caray', 3.238628598634108e-08], ['gómez', 3.37217155310654e-08], ['espurio', 1.7448476707926375e-07]]	[['callate', 0], ['mediocres', 8.851460786551968e-09], ['caray', 3.2386286208385684e-08], ['gómez', 3.37217156420877e-08], ['espurio', 1.7448476730130835e-07]]
callatepalero	[['callatepalero', 2.220446049250313e-16], ['jonbenjamin19', 0.00014180710747702108], ['niñoshéroes', 0.00019133430765760906], ['nancydelasa', 0.00023780292713271312], ['nancysanchez_bc', 0.00023780292713271312]]	[['callatepalero', 0], ['jonbenjamin19', 0.0001418071074771321], ['niñoshéroes', 0.00019133430765772008], ['nancydelasa', 0.00023780292713293516], ['nancysanchez_bc', 0.00023780292713293516]]
calle	[['calle', 0], ['conseguir', 1.0491607582707729e-13], ['gustaría', 1.0491607582707729e-13], ['empleo', 4.1933123640092163e-13], ['sociales', 8.462675005205256e-12]]	[['calle', 0], ['conseguir', 1.0491607582707729e-13], ['gustaría', 1.0513812043200232e-13], ['empleo', 4.1933123640092163e-13], ['sociales', 8.462786027507718e-12]]
callen	[['callen', 0], ['atole', 6.467350095462621e-07], ['fachos', 9.769886969435149e-07], ['tantito', 1.0032824073746838e-06], ['explico', 1.5214976650801404e-06]]	[['callen', 0], ['atole', 6.467350095462621e-07], ['fachos', 9.769886969435149e-07], ['tantito', 1.0032824073746838e-06], ['explico', 1.5214976650801404e-06]]
calles	[['calles', 0], ['gana', 8.215650382226158e-15], ['gustan', 8.43769498715119e-15], ['llevado', 7.505107646466058e-14], ['elegir', 1.3389289676979388e-13]]	[['calles', 0], ['gana', 8.215650382226158e-15], ['gustan', 8.43769498715119e-15], ['llevado', 7.527312106958561e-14], ['elegir', 1.3389289676979388e-13]]
callese	[['callese', 1.1102230246251565e-16], ['sientese', 4.828309616566884e-07], ['lepera', 1.6338182354802555e-06], ['entregan', 4.0767554045917365e-06], ['informan', 4.1647644530851125e-06]]	[['callese', 0], ['sientese', 4.82830961878733e-07], ['lepera', 1.633818235258211e-06], ['entregan', 4.0767554045917365e-06], ['informan', 4.164764453307157e-06]]
calma	[['calma', 2.220446049250313e-16], ['mental', 2.55351295663786e-15], ['gay', 1.1368683772161603e-13], ['veremos', 1.4777068457760834e-13], ['silla', 1.4799272918253337e-13]]	[['calma', 0], ['mental', 2.3314683517128287e-15], ['gay', 1.13464793116691e-13], ['veremos', 1.4777068457760834e-13], ['silla', 1.482147737874584e-13]]
calumnia	[['calumnia', 0], ['calumniar', 0], ['chairos', 0.00037995650872946207], ['téllez', 0.0006347698226464304], ['ineptos', 0.0006811427643109713]]	[['calumnia', 0], ['calumniar', 0], ['chairos', 0.00037995650872946207], ['téllez', 0.0006347698226465415], ['ineptos', 0.0006811427643111934]]
calumniar	[['calumnia', 0], ['calumniar', 0], ['chairos', 0.00037995650872946207], ['téllez', 0.0006347698226464304], ['ineptos', 0.0006811427643109713]]	[['calumnia', 0], ['calumniar', 0], ['chairos', 0.00037995650872946207], ['téllez', 0.0006347698226465415], ['ineptos', 0.0006811427643111934]]
calumnias	[['calumnias', 2.220446049250313e-16], ['amlofracasopresidencial', 2.6227397088240956e-05], ['ahuehuete', 2.865263971851828e-05], ['luismendozabj', 7.212491196251225e-05], ['amiguis', 7.697327716604807e-05]]	[['calumnias', 0], ['amlofracasopresidencial', 2.6227397088129933e-05], ['ahuehuete', 2.865263971851828e-05], ['luismendozabj', 7.212491196251225e-05], ['amiguis', 7.697327716604807e-05]]
calzones	[['calzones', 0], ['descaro', 2.277049303556211e-06], ['bufón', 5.9310621295383115e-06], ['mmm', 1.0802239280516268e-05], ['mmr', 1.1007846035138158e-05]]	[['calzones', 0], ['descaro', 2.277049303556211e-06], ['bufón', 5.9310621295383115e-06], ['mmm', 1.0802239280738313e-05], ['mmr', 1.1007846035027136e-05]]
cama	[['cama', 2.220446049250313e-16], ['estructura', 3.099742684753437e-13], ['asuntos', 2.199795900992285e-12], ['elecciones', 2.783218100432805e-12], ['cuyo', 4.154232513542411e-12]]	[['cama', 0], ['estructura', 3.100852907778062e-13], ['asuntos', 2.20001794559721e-12], ['elecciones', 2.78299605582788e-12], ['cuyo', 4.154232513542411e-12]]
camara	[['camara', 1.1102230246251565e-16], ['grupito', 1.532594875452986e-07], ['ocupas', 1.250261142504705e-06], ['maromas', 1.3072213373988006e-06], ['titina', 2.06423807502798e-06]]	[['camara', 0], ['grupito', 1.53259487323254e-07], ['ocupas', 1.250261142504705e-06], ['maromas', 1.3072213373988006e-06], ['titina', 2.0642380749169575e-06]]
cambia	[['cambia', 0], ['llaves', 9.547918011776346e-15], ['implica', 1.1524114995609125e-13], ['cantar', 1.1546319456101628e-13], ['muestran', 1.503241975342462e-13]]	[['cambia', 0], ['llaves', 9.325873406851315e-15], ['implica', 1.1501910535116622e-13], ['cantar', 1.1546319456101628e-13], ['muestran', 1.503241975342462e-13]]
cambiado	[['cambiado', 0], ['democracia', 1.865174681370263e-13], ['identidad', 3.6570746431152656e-13], ['sonido', 6.020739462542224e-13], ['delito', 6.049605261182478e-13]]	[['cambiado', 0], ['democracia', 1.865174681370263e-13], ['identidad', 3.660405312189141e-13], ['sonido', 6.020739462542224e-13], ['delito', 6.051825707231728e-13]]
cambian	[['cambian', 0], ['reparar', 5.051514762044462e-14], ['tontería', 1.3944401189291966e-13], ['presidenta', 1.6253665080512292e-13], ['escuche', 2.1571633368466792e-13]]	[['cambian', 0], ['reparar', 5.040412531798211e-14], ['tontería', 1.3944401189291966e-13], ['presidenta', 1.6253665080512292e-13], ['escuche', 2.1571633368466792e-13]]
cambiando	[['cambiando', 0], ['estudiando', 6.439293542825908e-15], ['tratamientos', 2.5646151868841116e-14], ['mama', 4.030109579389318e-14], ['llevamos', 6.783462680459706e-14]]	[['cambiando', 0], ['estudiando', 6.439293542825908e-15], ['tratamientos', 2.5646151868841116e-14], ['mama', 4.030109579389318e-14], ['llevamos', 6.783462680459706e-14]]
cambiar	[['cambiar', 2.220446049250313e-16], ['representantes', 1.6853185513809876e-13], ['economía', 6.730171975277699e-13], ['solución', 6.752376435770202e-13], ['diferente', 1.0511591597150982e-12]]	[['cambiar', 0], ['representantes', 1.6853185513809876e-13], ['economía', 6.730171975277699e-13], ['solución', 6.752376435770202e-13], ['diferente', 1.0509371151101732e-12]]
cambiaron	[['cambiaron', 0], ['cuidando', 4.6629367034256575e-15], ['vomitar', 3.885780586188048e-14], ['besar', 1.0635936575909e-13], ['sobra', 1.290079154614432e-13]]	[['cambiaron', 0], ['cuidando', 4.773959005888173e-15], ['vomitar', 3.8968828164342995e-14], ['besar', 1.0635936575909e-13], ['sobra', 1.290079154614432e-13]]
cambiará	[['cambiará', 0], ['gráfica', 1.1102230246251565e-16], ['colapso', 5.662137425588298e-15], ['salgas', 1.787459069646502e-14], ['pierdes', 2.6201263381153694e-14]]	[['cambiará', 0], ['gráfica', 1.1102230246251565e-16], ['colapso', 5.773159728050814e-15], ['salgas', 1.787459069646502e-14], ['pierdes', 2.631228568361621e-14]]
cambiaste	[['cambiaste', 0], ['parasitos', 1.3621396044438683e-07], ['enojo', 4.377881147599183e-07], ['parodia', 5.408065504308723e-07], ['bolivia', 5.955824878833837e-07]]	[['cambiaste', 0], ['parasitos', 1.3621396044438683e-07], ['enojo', 4.377881147599183e-07], ['parodia', 5.408065504308723e-07], ['bolivia', 5.955824878833837e-07]]
cambie	[['cambie', 0], ['fans', 2.220446049250313e-16], ['exhibición', 5.551115123125783e-16], ['acudir', 1.3322676295501878e-15], ['costó', 8.881784197001252e-15]]	[['cambie', 0], ['fans', 2.220446049250313e-16], ['exhibición', 5.551115123125783e-16], ['acudir', 1.3322676295501878e-15], ['costó', 8.881784197001252e-15]]
cambien	[['cambien', 2.220446049250313e-16], ['cambies', 1.0799017235996189e-10], ['abrazos', 7.253248790473066e-08], ['ilusa', 3.5532394304649273e-07], ['mezquina', 4.1549997564782615e-07]]	[['cambien', 0], ['cambies', 1.0799039440456681e-10], ['abrazos', 7.253248812677526e-08], ['ilusa', 3.5532394304649273e-07], ['mezquina', 4.1549997542578154e-07]]
cambies	[['cambies', 0], ['cambien', 1.0799017235996189e-10], ['abrazos', 6.70430502225372e-08], ['ilusa', 3.4830994022350126e-07], ['mezquina', 4.0413108493009275e-07]]	[['cambies', 0], ['cambien', 1.0799039440456681e-10], ['abrazos', 6.70430502225372e-08], ['ilusa', 3.4830994033452356e-07], ['mezquina', 4.0413108493009275e-07]]
cambio	[['cambio', 2.220446049250313e-16], ['único', 2.814415367424772e-13], ['debería', 1.1263212584822213e-12], ['investigación', 2.536082455151245e-12], ['nacionales', 4.487188398627495e-12]]	[['cambio', 0], ['único', 2.814415367424772e-13], ['debería', 1.1263212584822213e-12], ['investigación', 2.536082455151245e-12], ['nacionales', 4.487188398627495e-12]]
cambios	[['cambios', 0], ['aquellos', 4.285460875053104e-14], ['públicas', 2.1092017021828724e-12], ['acuerdos', 2.756350703236876e-12], ['puestos', 4.273581488689615e-12]]	[['cambios', 0], ['aquellos', 4.3076653355456074e-14], ['públicas', 2.1089796575779474e-12], ['acuerdos', 2.755906614027026e-12], ['puestos', 4.273581488689615e-12]]
cambió	[['cambió', 2.220446049250313e-16], ['privados', 8.881784197001252e-15], ['propiedades', 8.881784197001252e-15], ['pará', 1.411093464298574e-13], ['dueño', 3.7214675785435247e-13]]	[['cambió', 0], ['propiedades', 8.881784197001252e-15], ['privados', 9.103828801926284e-15], ['pará', 1.411093464298574e-13], ['dueño', 3.7214675785435247e-13]]
caminando	[['caminando', 0], ['compró', 5.551115123125783e-16], ['federales', 2.6645352591003757e-15], ['vean', 1.0325074129013956e-14], ['funcionando', 5.206945985491984e-14]]	[['caminando', 0], ['compró', 5.551115123125783e-16], ['federales', 2.4424906541753444e-15], ['vean', 1.021405182655144e-14], ['funcionando', 5.184741524999481e-14]]
caminar	[['caminar', 0], ['paquete', 4.04121180963557e-14], ['prácticamente', 6.328271240363392e-14], ['permita', 2.0450308113595383e-13], ['diputados', 3.0531133177191805e-13]]	[['caminar', 0], ['paquete', 4.04121180963557e-14], ['prácticamente', 6.328271240363392e-14], ['permita', 2.0450308113595383e-13], ['diputados', 3.05089287166993e-13]]
camino	[['camino', 0], ['servicio', 2.4453772340393698e-12], ['dije', 6.756595283263778e-12], ['decisión', 2.6936008978850623e-11], ['común', 3.257083491803314e-11]]	[['camino', 0], ['servicio', 2.4454882563418323e-12], ['dije', 6.756484260961315e-12], ['decisión', 2.6936008978850623e-11], ['común', 3.257083491803314e-11]]
camiones	[['camiones', 1.1102230246251565e-16], ['quedamos', 3.3306690738754696e-15], ['difundir', 5.773159728050814e-15], ['eligió', 6.983302824892235e-14], ['típico', 7.993605777301127e-14]]	[['camiones', 0], ['quedamos', 3.219646771412954e-15], ['difundir', 5.662137425588298e-15], ['eligió', 6.994405055138486e-14], ['típico', 7.993605777301127e-14]]
camioneta	[['camioneta', 1.1102230246251565e-16], ['labios', 7.438494264988549e-15], ['metido', 3.9968028886505635e-14], ['cuantos', 5.1958437552457326e-14], ['chocolate', 5.206945985491984e-14]]	[['camioneta', 0], ['labios', 7.327471962526033e-15], ['metido', 3.985700658404312e-14], ['cuantos', 5.1958437552457326e-14], ['chocolate', 5.206945985491984e-14]]
camisa	[['camisa', 0], ['acepta', 7.882583474838611e-15], ['daría', 1.3655743202889425e-14], ['construyó', 4.163336342344337e-14], ['sufrimiento', 6.872280522429719e-14]]	[['camisa', 0], ['acepta', 7.66053886991358e-15], ['daría', 1.354472090042691e-14], ['construyó', 4.1522341120980855e-14], ['sufrimiento', 6.861178292183467e-14]]
camión	[['camión', 2.220446049250313e-16], ['negra', 2.55351295663786e-15], ['frase', 9.658940314238862e-15], ['muere', 2.916555885690286e-13], ['limpieza', 4.0689673852511987e-13]]	[['camión', 0], ['negra', 2.3314683517128287e-15], ['frase', 9.658940314238862e-15], ['muere', 2.914335439641036e-13], ['limpieza', 4.071187831300449e-13]]
cammttz	[['cammttz', 0], ['amlomienteynodaresultados', 8.619810188847943e-06], ['misoginia', 4.816451052136461e-05], ['gálvez', 0.0001849264232968162], ['marybelvillegas', 0.000810791796674093]]	[['cammttz', 0], ['amlomienteynodaresultados', 8.619810188958965e-06], ['misoginia', 4.8164510521586656e-05], ['gálvez', 0.00018492642329670517], ['marybelvillegas', 0.0008107917966739819]]
campaña	[['campaña', 2.220446049250313e-16], ['pueblos', 1.0691447727140257e-13], ['completamente', 2.4091839634365897e-13], ['tren', 4.284350652028479e-13], ['saben', 1.3068435222862718e-12]]	[['campaña', 0], ['pueblos', 1.071365218763276e-13], ['completamente', 2.410294186461215e-13], ['tren', 4.284350652028479e-13], ['saben', 1.3068435222862718e-12]]
campañas	[['campañas', 0], ['villa', 1.3322676295501878e-15], ['comprensión', 9.203748874142548e-14], ['locos', 1.1657341758564144e-13], ['juntas', 1.7386092565629951e-13]]	[['campañas', 0], ['villa', 1.5543122344752192e-15], ['comprensión', 9.203748874142548e-14], ['locos', 1.163513729807164e-13], ['juntas', 1.7386092565629951e-13]]
campeche	[['campeche', 0], ['ladrar', 2.493407515569146e-06], ['ahorrado', 2.8778882811275608e-06], ['pinch', 4.0014784270514525e-06], ['presupuestado', 1.9277987053922807e-05]]	[['campeche', 0], ['ladrar', 2.4934075154581237e-06], ['ahorrado', 2.8778882813496054e-06], ['pinch', 4.001478427273497e-06], ['presupuestado', 1.9277987053811785e-05]]
campo	[['campo', 2.220446049250313e-16], ['tipos', 1.0791367799356522e-13], ['35', 4.326539126964235e-13], ['bastante', 9.706679904297744e-13], ['función', 9.736655925962623e-13]]	[['campo', 0], ['tipos', 1.0791367799356522e-13], ['35', 4.3243186809149847e-13], ['bastante', 9.706679904297744e-13], ['función', 9.736655925962623e-13]]
