Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
ches	[['ches', 0], ['impulsa', 7.175100965595149e-07], ['hablador', 3.6892463298743294e-06], ['menso', 5.281544382063075e-06], ['renuncie', 1.0155867088190718e-05]]	[['ches', 0], ['impulsa', 7.175100967815595e-07], ['hablador', 3.6892463299853517e-06], ['menso', 5.281544382063075e-06], ['renuncie', 1.015586708830174e-05]]
chiapas	[['chiapas', 2.220446049250313e-16], ['alfredo', 0.0004463794870789295], ['alfredodelmazo', 0.0013849291941687714], ['partidomorenamx', 0.002039164067189181], ['https', 0.003854923970272983]]	[['chiapas', 0], ['alfredo', 0.00044637948707870745], ['alfredodelmazo', 0.0013849291941687714], ['partidomorenamx', 0.002039164067189181], ['https', 0.00385492397027265]]
chicas	[['chicas', 0], ['noticias', 2.5923707624997405e-13], ['dicen', 7.204237206792641e-13], ['completo', 2.8869129309327946e-12], ['inversión', 3.465117082157576e-12]]	[['chicas', 0], ['noticias', 2.59015031645049e-13], ['dicen', 7.204237206792641e-13], ['completo', 2.886801908630332e-12], ['inversión', 3.465117082157576e-12]]
chido	[['chido', 2.220446049250313e-16], ['paleros', 1.1777392450174062e-07], ['ridiculo', 1.356569708788058e-07], ['vialidades', 3.3543831479132535e-07], ['republicana', 4.132952661217715e-07]]	[['chido', 0], ['paleros', 1.1777392461276293e-07], ['ridiculo', 1.356569711008504e-07], ['vialidades', 3.3543831479132535e-07], ['republicana', 4.132952662327938e-07]]
chile	[['chile', 1.1102230246251565e-16], ['arregla', 3.134339472277148e-05], ['arregle', 3.141938993522775e-05], ['sexenio', 3.900383496191484e-05], ['puras', 5.689510949591359e-05]]	[['chile', 0], ['arregla', 3.1343394722660456e-05], ['arregle', 3.141938993522775e-05], ['sexenio', 3.900383496180382e-05], ['puras', 5.689510949602461e-05]]
chin	[['chin', 0], ['austeridad', 5.803620327649028e-06], ['morenos', 5.956195761047667e-06], ['mérida', 7.421893156167592e-06], ['covid', 1.2074777257731206e-05]]	[['chin', 0], ['austeridad', 5.803620327649028e-06], ['morenos', 5.9561957609366445e-06], ['mérida', 7.421893156167592e-06], ['covid', 1.2074777257731206e-05]]
china	[['china', 2.220446049250313e-16], ['huevo', 3.3306690738754696e-16], ['herencia', 4.4853010194856324e-14], ['helicóptero', 1.149080830487037e-13], ['algodón', 2.1826984664130578e-13]]	[['china', 0], ['huevo', 3.3306690738754696e-16], ['herencia', 4.5075054799781356e-14], ['helicóptero', 1.149080830487037e-13], ['algodón', 2.1826984664130578e-13]]
ching	[['ching', 0], ['mentirosos', 5.330046502494135e-06], ['tapar', 5.648324566065455e-06], ['mande', 7.996151500155868e-06], ['cínico', 2.9718313934390395e-05]]	[['ching', 0], ['mentirosos', 5.330046502605157e-06], ['tapar', 5.648324566287499e-06], ['mande', 7.996151500155868e-06], ['cínico', 2.9718313934390395e-05]]
chinga	[['chinga', 0], ['chingo', 1.0400447170155758e-10], ['guango', 0.0002464724298488763], ['christian_puebl', 0.0005116613455297125], ['mbarbosamx', 0.0010834339186817088]]	[['chinga', 0], ['chingo', 1.0400447170155758e-10], ['guango', 0.0002464724298488763], ['christian_puebl', 0.0005116613455293795], ['mbarbosamx', 0.0010834339186813757]]
chingada	[['chingada', 2.220446049250313e-16], ['chingados', 1.2356149707848374e-06], ['chingues', 3.5704444399931035e-06], ['chingón', 1.292773772354483e-05], ['chingue', 1.7545936223384295e-05]]	[['chingada', 0], ['chingados', 1.235614971006882e-06], ['chingues', 3.5704444399931035e-06], ['chingón', 1.2927737723766874e-05], ['chingue', 1.7545936223384295e-05]]
chingados	[['chingados', 0], ['chingues', 6.052531701383757e-07], ['chingada', 1.2356149707848374e-06], ['chinguen', 1.7825307502383758e-05], ['chingón', 2.2156732282785363e-05]]	[['chingados', 0], ['chingues', 6.052531701383757e-07], ['chingada', 1.235614971006882e-06], ['chinguen', 1.7825307502161714e-05], ['chingón', 2.2156732282896385e-05]]
chingar	[['chingar', 0], ['chingas', 1.2375933278185869e-08], ['chingon', 2.2001535371352077e-08], ['chingue', 6.737856217409188e-08], ['chingón', 7.273473860980317e-07]]	[['chingar', 0], ['chingas', 1.2375933278185869e-08], ['chingon', 2.2001535260329774e-08], ['chingue', 6.737856217409188e-08], ['chingón', 7.273473863200763e-07]]
chingas	[['chingas', 0], ['chingon', 1.3750726113315181e-09], ['chingar', 1.2375933278185869e-08], ['chingue', 2.2000791410903275e-08], ['chingón', 5.499697923738722e-07]]	[['chingas', 0], ['chingon', 1.3750726113315181e-09], ['chingar', 1.2375933278185869e-08], ['chingue', 2.2000791521925578e-08], ['chingón', 5.499697922628499e-07]]
chingo	[['chingo', 0], ['chinga', 1.0400447170155758e-10], ['guango', 0.0002463372214314141], ['christian_puebl', 0.0005112289982655005], ['mbarbosamx', 0.0010840630655516437]]	[['chingo', 0], ['chinga', 1.0400447170155758e-10], ['guango', 0.0002463372214314141], ['christian_puebl', 0.0005112289982653895], ['mbarbosamx', 0.0010840630655511996]]
chingon	[['chingon', 0], ['chingas', 1.375072833376123e-09], ['chingue', 1.2375375280093692e-08], ['chingar', 2.2001535371352077e-08], ['chingón', 4.963449273809317e-07]]	[['chingon', 0], ['chingas', 1.3750726113315181e-09], ['chingue', 1.2375375280093692e-08], ['chingar', 2.2001535260329774e-08], ['chingón', 4.963449273809317e-07]]
chingue	[['chingue', 2.220446049250313e-16], ['chingon', 1.2375375058049087e-08], ['chingas', 2.2000791410903275e-08], ['chingar', 6.737856195204728e-08], ['chingón', 3.5197268732911624e-07]]	[['chingue', 0], ['chingon', 1.2375375280093692e-08], ['chingas', 2.2000791521925578e-08], ['chingar', 6.737856217409188e-08], ['chingón', 3.5197268755116085e-07]]
chinguen	[['chinguen', 0], ['chingues', 1.1861311128846808e-05], ['chingados', 1.7825307502383758e-05], ['chingada', 2.84470619430488e-05], ['chingón', 7.972797401167853e-05]]	[['chinguen', 0], ['chingues', 1.1861311129068852e-05], ['chingados', 1.7825307502161714e-05], ['chingada', 2.84470619430488e-05], ['chingón', 7.972797401145648e-05]]
chingues	[['chingues', 0], ['chingados', 6.052531701383757e-07], ['chingada', 3.5704444399931035e-06], ['chinguen', 1.1861311128846808e-05], ['chingón', 3.0085981827632224e-05]]	[['chingues', 0], ['chingados', 6.052531701383757e-07], ['chingada', 3.5704444399931035e-06], ['chinguen', 1.1861311129068852e-05], ['chingón', 3.0085981827743247e-05]]
chingón	[['chingón', 0], ['chingue', 3.5197268732911624e-07], ['chingon', 4.963449273809317e-07], ['chingas', 5.499697923738722e-07], ['chingar', 7.273473860980317e-07]]	[['chingón', 0], ['chingue', 3.5197268755116085e-07], ['chingon', 4.963449273809317e-07], ['chingas', 5.499697922628499e-07], ['chingar', 7.273473863200763e-07]]
chiquero	[['chiquero', 2.220446049250313e-16], ['edo', 5.0752140157150905e-08], ['navegaciones', 4.564607057666592e-06], ['lacayo', 9.795837213721903e-06], ['llévate', 9.869962008135502e-06]]	[['chiquero', 0], ['edo', 5.0752140157150905e-08], ['navegaciones', 4.564607057888637e-06], ['lacayo', 9.795837213832925e-06], ['llévate', 9.869962008246524e-06]]
chiquito	[['chiquito', 0], ['chelito', 5.901442688338587e-05], ['mierd', 6.0622179280378496e-05], ['solito', 6.1647662809583e-05], ['compadre', 7.504819653891825e-05]]	[['chiquito', 0], ['chelito', 5.9014426883496895e-05], ['mierd', 6.0622179280378496e-05], ['solito', 6.1647662809583e-05], ['compadre', 7.504819653891825e-05]]
chiste	[['chiste', 0], ['presidenta', 2.2315482794965646e-14], ['tenerlo', 2.2803980925800715e-13], ['merecen', 9.018341629030147e-13], ['nieto', 1.0176304243714185e-12]]	[['chiste', 0], ['presidenta', 2.2093438190040615e-14], ['tenerlo', 2.278177646530821e-13], ['merecen', 9.018341629030147e-13], ['nieto', 1.0176304243714185e-12]]
chivas	[['chivas', 0], ['gobernando', 2.366491492766798e-07], ['admiro', 8.350405122925508e-07], ['gobernados', 3.7207932559457646e-06], ['jaja', 1.1249844836913603e-05]]	[['chivas', 0], ['gobernando', 2.366491492766798e-07], ['admiro', 8.350405120705062e-07], ['gobernados', 3.72079325572372e-06], ['jaja', 1.1249844836913603e-05]]
chocoflan	[['chocoflan', 2.220446049250313e-16], ['noroña', 1.0653725511566847e-05], ['salariorosavepormas', 3.026726992749751e-05], ['salariorosavepormás', 3.026726992749751e-05], ['salariorosavamospormas', 3.612215089399129e-05]]	[['chocoflan', 0], ['noroña', 1.0653725511566847e-05], ['salariorosavepormas', 3.026726992749751e-05], ['salariorosavepormás', 3.026726992749751e-05], ['salariorosavamospormas', 3.612215089399129e-05]]
christian_puebl	[['christian_puebl', 1.1102230246251565e-16], ['chingo', 0.0005112289982651674], ['chinga', 0.0005116613455291574], ['guango', 0.0007000510141895733], ['londres', 0.0022922361976660532]]	[['christian_puebl', 0], ['chingo', 0.0005112289982653895], ['chinga', 0.0005116613455293795], ['guango', 0.0007000510141897953], ['londres', 0.0022922361976662753]]
chspm	[['chspm', 1.1102230246251565e-16], ['chtpm', 4.701703359977216e-09], ['chtm', 6.395350582444337e-09], ['ahhh', 2.1051565238794367e-06], ['rgc_mx', 7.067590420573033e-06]]	[['chspm', 0], ['chtpm', 4.701703359977216e-09], ['chtm', 6.395350360399732e-09], ['ahhh', 2.1051565238794367e-06], ['rgc_mx', 7.067590420573033e-06]]
chtm	[['chtm', 1.1102230246251565e-16], ['chtpm', 1.3054823888580813e-10], ['chspm', 6.395350582444337e-09], ['ahhh', 2.0875304670431305e-06], ['rgc_mx', 7.032383442573398e-06]]	[['chtm', 0], ['chtpm', 1.3054823888580813e-10], ['chspm', 6.395350360399732e-09], ['ahhh', 2.087530466932108e-06], ['rgc_mx', 7.032383442573398e-06]]
chtpm	[['chtpm', 0], ['chtm', 1.3054823888580813e-10], ['chspm', 4.701703359977216e-09], ['ahhh', 2.087292905517124e-06], ['rgc_mx', 7.03301172100268e-06]]	[['chtpm', 0], ['chtm', 1.3054823888580813e-10], ['chspm', 4.701703359977216e-09], ['ahhh', 2.0872929052950795e-06], ['rgc_mx', 7.033011720891658e-06]]
chumeltorres	[['chumeltorres', 0], ['resentido', 4.5737821985358806e-07], ['alfonsomtz_mx', 0.0001925280655142858], ['yucatán', 0.0005655855152073563], ['diputadosmorena', 0.0006292403574968963]]	[['chumeltorres', 0], ['resentido', 4.5737821985358806e-07], ['alfonsomtz_mx', 0.0001925280655142858], ['yucatán', 0.0005655855152074674], ['diputadosmorena', 0.0006292403574968963]]
cielo	[['cielo', 2.220446049250313e-16], ['inversión', 2.853273173286652e-14], ['duda', 1.0236256287043943e-12], ['venido', 1.3926637620897964e-12], ['chicas', 4.122147068130744e-12]]	[['cielo', 0], ['inversión', 2.853273173286652e-14], ['duda', 1.0234035840994693e-12], ['venido', 1.3925527397873338e-12], ['chicas', 4.122147068130744e-12]]
cien	[['cien', 0], ['poniendo', 1.8984813721090177e-14], ['gratis', 7.538414337204813e-14], ['tome', 2.5435209494162336e-13], ['solos', 4.732880753977042e-13]]	[['cien', 0], ['poniendo', 1.8762769116165146e-14], ['gratis', 7.538414337204813e-14], ['tome', 2.5413005033669833e-13], ['solos', 4.732880753977042e-13]]
ciencia	[['ciencia', 2.220446049250313e-16], ['alguno', 8.992806499463768e-14], ['maldita', 1.5976109324356003e-13], ['piensas', 4.89386309254769e-13], ['construir', 6.388223283693151e-13]]	[['ciencia', 0], ['alguno', 9.015010959956271e-14], ['maldita', 1.5998313784848506e-13], ['piensas', 4.890532423473815e-13], ['construir', 6.388223283693151e-13]]
cientos	[['cientos', 2.220446049250313e-16], ['ase', 4.564126854234019e-13], ['domingo', 5.95745675013859e-13], ['silla', 6.723510637129948e-13], ['cambia', 7.593925488436071e-13]]	[['cientos', 0], ['ase', 4.563016631209393e-13], ['domingo', 5.95745675013859e-13], ['silla', 6.723510637129948e-13], ['cambia', 7.59170504238682e-13]]
cierto	[['cierto', 0], ['trata', 1.0421663532156344e-12], ['cinco', 9.404144130087388e-12], ['empresas', 3.77669007178838e-11], ['importa', 5.912892397930136e-11]]	[['cierto', 0], ['trata', 1.0421663532156344e-12], ['cinco', 9.404144130087388e-12], ['empresas', 3.77669007178838e-11], ['importa', 5.912892397930136e-11]]
cifras	[['cifras', 0], ['transformación', 5.684341886080802e-14], ['reconoce', 8.903988657493755e-14], ['actitud', 6.997735724212362e-13], ['dime', 1.2794210135780304e-12]]	[['cifras', 0], ['transformación', 5.684341886080802e-14], ['reconoce', 8.903988657493755e-14], ['actitud', 6.997735724212362e-13], ['dime', 1.2794210135780304e-12]]
cinco	[['cinco', 0], ['trata', 4.18509671362699e-12], ['cierto', 9.404144130087388e-12], ['empresas', 9.479306228854512e-12], ['importa', 2.1371349134824413e-11]]	[['cinco', 0], ['trata', 4.18509671362699e-12], ['cierto', 9.404144130087388e-12], ['empresas', 9.479306228854512e-12], ['importa', 2.1371349134824413e-11]]
cinico	[['cinico', 0], ['grato', 1.5012900550503971e-06], ['déjese', 5.208373344167683e-06], ['europa', 9.689489628539327e-06], ['mandatario', 1.7768918941674094e-05]]	[['cinico', 0], ['grato', 1.5012900549393748e-06], ['déjese', 5.208373344167683e-06], ['europa', 9.689489628428305e-06], ['mandatario', 1.7768918941674094e-05]]
cinismo	[['cinismo', 0], ['clasismo', 8.295802667035446e-08], ['5to', 2.017611555493737e-06], ['tranza', 6.251133143897469e-06], ['mediocre', 2.942374549286253e-05]]	[['cinismo', 0], ['clasismo', 8.295802667035446e-08], ['5to', 2.0176115557157814e-06], ['tranza', 6.251133143897469e-06], ['mediocre', 2.942374549286253e-05]]
circo	[['circo', 2.220446049250313e-16], ['estupidez', 1.6653345369377348e-15], ['opina', 1.0658141036401503e-14], ['orejas', 3.2307490016592055e-14], ['espectacular', 2.000621890374532e-13]]	[['circo', 0], ['estupidez', 1.6653345369377348e-15], ['opina', 1.0436096431476471e-14], ['orejas', 3.2307490016592055e-14], ['espectacular', 1.9984014443252818e-13]]
cirogomezl	[['cirogomezl', 2.220446049250313e-16], ['pendjo', 2.386442392088295e-05], ['nayarit', 0.00015844200016146281], ['mayealarcong', 0.00020167925662373243], ['jorge', 0.00024999036333994695]]	[['cirogomezl', 0], ['pendjo', 2.3864423920660904e-05], ['nayarit', 0.00015844200016146281], ['mayealarcong', 0.00020167925662373243], ['jorge', 0.000249990363340058]]
cita	[['cita', 1.1102230246251565e-16], ['tomó', 1.454392162258955e-14], ['obligación', 3.6048941609578833e-13], ['vidas', 5.173639294753229e-13], ['conforme', 2.080446925845081e-12]]	[['cita', 0], ['tomó', 1.432187701766452e-14], ['obligación', 3.603783937933258e-13], ['vidas', 5.171418848703979e-13], ['conforme', 2.080446925845081e-12]]
citlahm	[['citlahm', 0], ['anamajimenezo', 0.0006876671822843017], ['sedenamx', 0.0018883254991458598], ['londres', 0.002239225737526662], ['huixquilucan', 0.002962370807432113]]	[['citlahm', 0], ['anamajimenezo', 0.0006876671822840796], ['sedenamx', 0.0018883254991458598], ['londres', 0.002239225737526662], ['huixquilucan', 0.002962370807431891]]
ciudad	[['ciudad', 0], ['pon', 6.543654507140673e-12], ['hombre', 1.480071620818535e-11], ['países', 8.092249093039072e-11], ['11', 2.331177473280377e-10]]	[['ciudad', 0], ['pon', 6.543654507140673e-12], ['hombre', 1.4800827230487812e-11], ['países', 8.092260195269319e-11], ['11', 2.331179693726426e-10]]
ciudadana	[['ciudadana', 0], ['cometió', 1.0880185641326534e-14], ['morales', 9.103828801926284e-14], ['ambición', 9.14823772291129e-14], ['pierdas', 9.681144774731365e-14]]	[['ciudadana', 0], ['cometió', 1.0880185641326534e-14], ['morales', 9.103828801926284e-14], ['ambición', 9.159339953157541e-14], ['pierdas', 9.681144774731365e-14]]
ciudadano	[['ciudadano', 0], ['municipales', 2.2093438190040615e-14], ['extranjera', 6.761258219967203e-14], ['organizada', 1.3777867735598193e-13], ['cumplido', 1.673106098110111e-13]]	[['ciudadano', 0], ['municipales', 2.2093438190040615e-14], ['extranjera', 6.761258219967203e-14], ['organizada', 1.3777867735598193e-13], ['cumplido', 1.673106098110111e-13]]
ciudadanos	[['ciudadanos', 0], ['hogar', 1.872946242542639e-13], ['fondo', 1.8762769116165146e-13], ['dijiste', 7.478462293875054e-13], ['500', 1.1732836924238654e-12]]	[['ciudadanos', 0], ['hogar', 1.8707257964933888e-13], ['fondo', 1.8740564655672642e-13], ['dijiste', 7.480682739924305e-13], ['500', 1.1732836924238654e-12]]
ciudadanía	[['ciudadanía', 2.220446049250313e-16], ['publica', 5.551115123125783e-16], ['marina', 2.1094237467877974e-15], ['pacto', 8.881784197001252e-15], ['cuántos', 3.5416114485542494e-14]]	[['ciudadanía', 0], ['publica', 5.551115123125783e-16], ['marina', 2.220446049250313e-15], ['pacto', 8.659739592076221e-15], ['cuántos', 3.5638159090467525e-14]]
ciudades	[['ciudades', 1.1102230246251565e-16], ['periodo', 3.106404022901188e-13], ['fuente', 6.964429033473607e-13], ['tamaño', 1.237121516339812e-12], ['estudiantes', 2.7796653867540044e-12]]	[['ciudades', 0], ['periodo', 3.106404022901188e-13], ['fuente', 6.964429033473607e-13], ['tamaño', 1.236899471734887e-12], ['estudiantes', 2.7796653867540044e-12]]
civil	[['civil', 2.220446049250313e-16], ['crear', 2.384759056894836e-13], ['sentir', 9.511280651963716e-13], ['oficina', 9.545697565727096e-13], ['viaje', 1.4921397450962104e-12]]	[['civil', 0], ['crear', 2.383648833870211e-13], ['sentir', 9.511280651963716e-13], ['oficina', 9.545697565727096e-13], ['viaje', 1.492250767398673e-12]]
civiles	[['civiles', 0], ['bases', 1.6697754290362354e-13], ['emergencia', 5.130340596792848e-13], ['judicial', 1.2684298056342413e-12], ['perfecto', 2.687849942617504e-12]]	[['civiles', 0], ['bases', 1.6697754290362354e-13], ['emergencia', 5.132561042842099e-13], ['judicial', 1.2686518502391664e-12], ['perfecto', 2.687849942617504e-12]]
clara	[['clara', 0], ['reina', 5.10702591327572e-15], ['ii', 8.126832540256146e-14], ['definitivamente', 2.481348460037225e-13], ['acabar', 1.1453060722033115e-12]]	[['clara', 0], ['reina', 5.10702591327572e-15], ['ii', 8.126832540256146e-14], ['definitivamente', 2.481348460037225e-13], ['acabar', 1.145417094505774e-12]]
claramente	[['claramente', 2.220446049250313e-16], ['controlar', 1.199040866595169e-14], ['quedó', 1.0647038806155251e-13], ['mentir', 1.8895995879120164e-13], ['aman', 1.7081891456882659e-12]]	[['claramente', 0], ['controlar', 1.199040866595169e-14], ['quedó', 1.0624834345662748e-13], ['mentir', 1.8895995879120164e-13], ['aman', 1.7079671010833408e-12]]
claras	[['claras', 2.220446049250313e-16], ['ópera', 3.985700658404312e-14], ['llevamos', 6.772360450213455e-14], ['tratamientos', 1.2989609388114332e-13], ['avanzado', 2.1227464230832993e-13]]	[['claras', 0], ['ópera', 4.007905118896815e-14], ['llevamos', 6.772360450213455e-14], ['tratamientos', 1.3000711618360583e-13], ['avanzado', 2.1227464230832993e-13]]
claro	[['claro', 2.220446049250313e-16], ['trabajar', 1.4999113062685865e-13], ['hija', 1.3491430195244902e-12], ['participación', 1.3538059562279159e-12], ['acción', 2.397415599375563e-12]]	[['claro', 0], ['trabajar', 1.4999113062685865e-13], ['hija', 1.3491430195244902e-12], ['participación', 1.354028000832841e-12], ['acción', 2.397415599375563e-12]]
claros	[['claros', 0], ['apliquen', 1.709743457922741e-14], ['labores', 3.852473895449293e-14], ['vaca', 5.218048215738236e-14], ['comunista', 3.667066650336892e-13]]	[['claros', 0], ['apliquen', 1.709743457922741e-14], ['labores', 3.852473895449293e-14], ['vaca', 5.218048215738236e-14], ['comunista', 3.667066650336892e-13]]
clase	[['clase', 2.220446049250313e-16], ['manos', 6.27831120425526e-13], ['trabajadores', 2.502664742110028e-12], ['proyectos', 3.907985046680551e-12], ['militar', 5.6245008650535055e-12]]	[['clase', 0], ['manos', 6.27831120425526e-13], ['trabajadores', 2.502664742110028e-12], ['proyectos', 3.908207091285476e-12], ['militar', 5.6247229096584306e-12]]
clases	[['clases', 2.220446049250313e-16], ['olvidar', 7.025491299827991e-13], ['cárcel', 1.3204992654891612e-12], ['dando', 1.3291590050812374e-12], ['haz', 4.797828800917614e-12]]	[['clases', 0], ['olvidar', 7.025491299827991e-13], ['cárcel', 1.3202772208842362e-12], ['dando', 1.3291590050812374e-12], ['haz', 4.7974957340102264e-12]]
clasismo	[['clasismo', 1.1102230246251565e-16], ['cinismo', 8.295802678137676e-08], ['5to', 2.57513507828655e-06], ['tranza', 4.956185715609962e-06], ['mediocre', 2.6382798388957518e-05]]	[['clasismo', 0], ['cinismo', 8.295802667035446e-08], ['5to', 2.57513507828655e-06], ['tranza', 4.956185715387917e-06], ['mediocre', 2.6382798388957518e-05]]
clasista	[['clasista', 0], ['aprendan', 2.1759611534832857e-07], ['jubilados', 4.642514772390527e-06], ['irresponsable', 1.9496130501561737e-05], ['emprendimiento', 3.5807656963982026e-05]]	[['clasista', 0], ['aprendan', 2.1759611534832857e-07], ['jubilados', 4.6425147726125715e-06], ['irresponsable', 1.9496130501339692e-05], ['emprendimiento', 3.5807656963982026e-05]]
clasistas	[['clasistas', 2.220446049250313e-16], ['presumir', 1.5191723705676452e-06], ['beneficiados', 3.904106585905787e-06], ['apoyadas', 4.7045008044754866e-06], ['buey', 8.310697965252523e-06]]	[['clasistas', 0], ['presumir', 1.5191723707896898e-06], ['beneficiados', 3.9041065862388535e-06], ['apoyadas', 4.704500804697531e-06], ['buey', 8.310697965474567e-06]]
claudia	[['claudia', 0], ['claudio', 1.3548939747920485e-11], ['el_universal_mx', 0.00025299245829624173], ['morenanarcopartido', 0.0004566537344365962], ['mreldiablo8', 0.0005455767804187772]]	[['claudia', 0], ['claudio', 1.3548939747920485e-11], ['el_universal_mx', 0.0002529924582961307], ['morenanarcopartido', 0.0004566537344365962], ['mreldiablo8', 0.0005455767804186662]]
claudiashein	[['claudiashein', 0], ['amlolujodepresidente', 0.00020497804102981299], ['carlosloret', 0.0016929076292748757], ['rochamoya_', 0.0027364542885738308], ['sandoval', 0.002795678888032227]]	[['claudiashein', 0], ['amlolujodepresidente', 0.0002049780410293689], ['carlosloret', 0.0016929076292746537], ['rochamoya_', 0.002736454288573942], ['sandoval', 0.002795678888032227]]
claudio	[['claudio', 0], ['claudia', 1.3548939747920485e-11], ['el_universal_mx', 0.00025289708082010254], ['morenanarcopartido', 0.00045681022008936534], ['mreldiablo8', 0.0005456855846195374]]	[['claudio', 0], ['claudia', 1.3548939747920485e-11], ['el_universal_mx', 0.0002528970808198805], ['morenanarcopartido', 0.00045681022008936534], ['mreldiablo8', 0.0005456855846195374]]
claudioxgg	[['claudioxgg', 0], ['makugo', 1.00812814904927e-05], ['morenadestruyendoamexico', 5.849991080875139e-05], ['morenanarcopartido', 0.000222597752232212], ['clubamerica', 0.0005698176025078494]]	[['claudioxgg', 0], ['makugo', 1.0081281490714744e-05], ['morenadestruyendoamexico', 5.849991080852934e-05], ['morenanarcopartido', 0.000222597752232212], ['clubamerica', 0.0005698176025078494]]
clemente	[['clemente', 0], ['chale', 6.962898118079153e-07], ['tembló', 1.2897745305107122e-06], ['mande', 1.754340028015111e-05], ['hartos', 1.8865407947377122e-05]]	[['clemente', 0], ['chale', 6.962898119189376e-07], ['tembló', 1.2897745305107122e-06], ['mande', 1.7543400280373156e-05], ['hartos', 1.8865407947488144e-05]]
clementech	[['clementech', 0], ['avansando', 0.000182502092243908], ['aztecanoticias', 0.00039149678650540753], ['california', 0.0005703015463135452], ['zacatecas', 0.0008071910694035234]]	[['clementech', 0], ['avansando', 0.000182502092243908], ['aztecanoticias', 0.00039149678650551856], ['california', 0.0005703015463136563], ['zacatecas', 0.0008071910694035234]]
clubamerica	[['clubamerica', 0], ['_hreyes', 4.2564198190042646e-05], ['mreldiablo8', 0.00023500186262714884], ['makugo', 0.0004307452283300872], ['claudioxgg', 0.0005698176025080715]]	[['clubamerica', 0], ['_hreyes', 4.2564198190042646e-05], ['mreldiablo8', 0.00023500186262714884], ['makugo', 0.0004307452283300872], ['claudioxgg', 0.0005698176025078494]]
cmmerino	[['cmmerino', 0], ['chapulín', 0.00013988413101195807], ['emprendedoras', 0.0012331366484886752], ['emilioalvarezi', 0.0013051963035302094], ['sectur_mx', 0.0013141654277252224]]	[['cmmerino', 0], ['chapulín', 0.00013988413101195807], ['emprendedoras', 0.0012331366484885642], ['emilioalvarezi', 0.0013051963035300984], ['sectur_mx', 0.0013141654277251114]]
cndh	[['cndh', 0], ['cdmx', 4.501621297947622e-12], ['ccp', 1.3918211028141059e-10], ['cnpc_mx', 3.2641285230283756e-09], ['pndjo', 4.174814161039819e-09]]	[['cndh', 0], ['cdmx', 4.501621297947622e-12], ['ccp', 1.3918211028141059e-10], ['cnpc_mx', 3.2641285230283756e-09], ['pndjo', 4.174814161039819e-09]]
cnpc_mx	[['cnpc_mx', 0], ['cdmx', 3.263677328391168e-09], ['cndh', 3.2641285230283756e-09], ['sspcmexico', 4.33912705766204e-09], ['sspdgo', 4.33912705766204e-09]]	[['cnpc_mx', 0], ['cdmx', 3.263677328391168e-09], ['cndh', 3.2641285230283756e-09], ['sspcmexico', 4.33912705766204e-09], ['sspdgo', 4.33912705766204e-09]]
co	[['co', 2.220446049250313e-16], ['pri', 4.2549086476384446e-10], ['fin', 6.418089837367802e-09], ['ve', 7.518529909766869e-09], ['bien', 7.993282258311751e-09]]	[['co', 0], ['pri', 4.254909757861469e-10], ['fin', 6.418090059412407e-09], ['ve', 7.518530020789171e-09], ['bien', 7.993282480356356e-09]]
coahuila	[['coahuila', 0], ['saltillogob', 2.125869591651508e-05], ['mujica', 0.0004892066398779482], ['marthadebayle', 0.0006667183982456137], ['pejendejo', 0.0007452833095884515]]	[['coahuila', 0], ['saltillogob', 2.1258695916404058e-05], ['mujica', 0.0004892066398779482], ['marthadebayle', 0.0006667183982455027], ['pejendejo', 0.0007452833095884515]]
cobarde	[['cobarde', 2.220446049250313e-16], ['disculpa', 4.1522341120980855e-14], ['dictadura', 1.071365218763276e-13], ['preocuparse', 1.511013536514838e-13], ['sabrá', 3.0331293032759277e-13]]	[['cobarde', 0], ['disculpa', 4.163336342344337e-14], ['dictadura', 1.0702549957386509e-13], ['preocuparse', 1.511013536514838e-13], ['sabrá', 3.0331293032759277e-13]]
cobardes	[['cobardes', 2.220446049250313e-16], ['mexicanas', 1.7730407824156913e-06], ['bloqueos', 2.2445176912633258e-06], ['mamar', 5.15032725212361e-06], ['mamas', 5.232741276062214e-06]]	[['cobardes', 0], ['mexicanas', 1.773040782637736e-06], ['bloqueos', 2.2445176912633258e-06], ['mamar', 5.150327252234632e-06], ['mamas', 5.232741276173236e-06]]
cobra	[['cobra', 0], ['milenio', 1.5432100042289676e-14], ['tomaste', 6.639133687258436e-14], ['lana', 8.137934770502397e-14], ['pilas', 1.9118040484045196e-13]]	[['cobra', 0], ['milenio', 1.554312234475219e-14], ['tomaste', 6.639133687258436e-14], ['lana', 8.149037000748649e-14], ['pilas', 1.9129142714291447e-13]]
cobran	[['cobran', 0], ['2030', 5.00403667724747e-07], ['bots', 3.219343977733935e-06], ['urnas', 4.571403513398131e-06], ['nmas', 6.433785013082449e-06]]	[['cobran', 0], ['2030', 5.00403667724747e-07], ['bots', 3.2193439776229127e-06], ['urnas', 4.571403513176087e-06], ['nmas', 6.433785012860405e-06]]
cobrar	[['cobrar', 0], ['estimado', 1.63202784619898e-14], ['discursos', 4.04121180963557e-14], ['malditos', 1.2090328738167955e-13], ['dudo', 1.4765966227514582e-13]]	[['cobrar', 0], ['estimado', 1.63202784619898e-14], ['discursos', 4.04121180963557e-14], ['malditos', 1.2090328738167955e-13], ['dudo', 1.4777068457760834e-13]]
